palavra,tf,dicts,corpus,title,dmap
acharem,124485,0.99,0.0376,0.0039,bcdfhij
acharia,57666,0.99,0.0376,0.0043,bcdfhij
acharmos,37660,0.99,0.0119,0,bcdfhij
acharão,21965,0.99,0.0119,0.0088,bcdfhij
achas,122997,0.99,0.0376,0,bcdfhij
achasse,46224,0.99,0.0212,0.0041,bcdfhij
achatada,20293,0.999,0.1126,0,bcdfhijp
achatado,31680,1,0.2922,0,bcdfhijlmnoqt
achava,780309,0.99,0.1863,0,bcdfhij
achavam,158823,0.99,0.1126,0.0043,bcdfhij
ache,244477,0.9999,0.2922,0.0036,bcdfhijqs
achei,3891220,0.99,0.1126,0,bcdfhij
achem,54686,1,0.4268,0.002,bcdfghijklmo
achismo,22366,1,0.0037,0.0041,cdfghijkmo
acho,10106529,0.99,0.2922,0.0041,bcdfhij
achocolatado,46860,0.9089,0.0658,0,cdhjmo
achou,1732574,0.99,0.2922,0,bcdfhij
achávamos,25242,0.9089,0.0119,0.0044,bcdfhj
acidentada,21180,0.9089,0.0376,0,bcdhij
acidentado,66798,1,0.1863,0,abcdhijklmnoqrst
acidentados,39219,0.9089,0.0658,0.0046,bcdhij
acidentais,42630,0.9089,0.2922,0,bcdhij
acidental,121940,1,0.5732,0,abcdfghijklmoqrst
acidentalmente,133097,1,0.2922,0,abcdhijlmqrst
acidente,2507915,1,0.5732,0,abcdfghijklmoqrst
acidentes,1234103,1,0.4268,0,bcdfhijmpqs
acidez,186934,1,0.4268,0,abcdfghijklmnoqrst
acidose,24040,1,0.0119,0.0044,acdfhjklmoqrs
acima,8026440,1,0.9999,0.3182,abcdfghijklmnopqrst
acinzentado,36706,1,0.1863,0,bcdghijlmoqrst
aciona,73952,0.99,0.9788,0,bcdfhij
acionada,131525,0.99,0.0658,0,bcdfhij
acionadas,32250,0.99,0.0212,0,bcdfhij
acionado,151447,1,0.1863,0,abcdfhijmoqs
acionados,69210,0.99,0.0376,0,bcdfhij
acionamento,141975,1,0.0658,0,abcdhijkmo
acionando,24572,0.99,0.0212,0,bcdfhij
acionar,164739,1,0.1126,0.0042,abcdfghijkmnoqrst
acionaria,23854,0.99,0.9624,0.0021,bcdfhij
acione,30455,0.99,0.0119,0,bcdfhij
acionista,89968,1,0.0658,0,abcdfghijkmoqrst
acionistas,250404,0.9089,0.1126,0,bcdhij
acionou,54917,0.99,0.0376,0.0041,bcdfhij
acionário,39194,1,0.7078,0,abcdfghijkmoqst
acirrada,92593,0.99,0.0658,0,bcdfhij
acirramento,20621,1,0.0119,0,abcdhijkmoqt
acl,26622,0.9089,0.0006,0,cdghjk
aclamada,43482,0.5,0.0212,0,cdfhj
aclamado,114760,1,0.1126,0,abcdfhijnqt
aclamados,28586,0.5,0.0119,0,cdfhj
aclamação,43209,1,0.2922,0.004,abcdfhijklmoqrst
acne,194716,1,0.1126,0.0033,abcdfghijklmoqrs
acolchoado,34883,1,0.1126,0,abcdhijkmoqst
acolhe,198261,0.99,0.9788,0,bcdfhij
acolhedor,272619,1,0.1126,0,acdfhjklmnoqrst
acolhedora,133071,0.0911,0.0212,0,cdhj
acolhedores,53344,0.0911,0.0119,0,cdhj
acolhem,36689,0.99,0.0376,0.0041,bcdfhij
acolhendo,40989,0.99,0.0376,0,bcdfhij
acolher,283219,1,0.1126,0.0035,abcdfghijklmnoqrst
acolheram,31886,0.99,0.1126,0,bcdfhij
acolheu,139310,0.99,0.1126,0.004,bcdfhij
acolhida,161339,1,0.1863,0,bcdfhijklmnoqrst
acolhidas,24496,0.99,0.0066,0,bcdfhij
acolhido,86275,1,0.1863,0,abcdfhijlmnq
acolhidos,62505,0.99,0.0376,0,bcdfhij
acolhimento,298693,1,0.4268,0,abcdhijklmoqrst
acolá,84828,1,0.8137,0.002,abcdfghijklmnoqrst
acomete,66445,0.99,0.8874,0.0044,bcdfhij
acometem,29792,0.99,0.0212,0,bcdfhij
acometer,20103,1,0.1126,0,abcdfhijklmnoqrst
acometida,26955,1,0.1863,0,bcdfhijklmnoqst
acometidas,21743,0.9089,0.0037,0,bcdhij
acometido,53884,1,0.1126,0,abcdfhijmq
acometidos,37242,0.9089,0.0066,0,bcdhij
acometimento,23809,1,0.002,0,abcdhijklmnoqst
acomoda,333890,0.999,0.9934,0.0488,bcdfhijn
acomodada,27074,0.99,0.1126,0,bcdfhij
acomodado,45602,1,0.1863,0,abcdfhijkmnoqst
acomodados,54745,0.9089,0.0658,0,bcdhij
acomodam,36766,0.99,0.0376,0,bcdfhij
acomodando,23264,0.9089,0.0658,0,bcdhij
acomodar,265125,1,0.2922,0,abcdfghijklmnoqrst
acomodação,680030,1,0.9963,0.0297,abcdghijklmnoqrst
acomodações,722473,0.99,0.1126,0.0115,bcdhjqs
acomode,28874,0.99,0.0212,0.0047,bcdfhij
acomodou,23368,0.99,0.0658,0,bcdfhij
acompanha,1589254,0.999,0.9999,0.0011,bcdfhijp
acompanhada,667596,0.999,0.2922,0,bcdhijmq
acompanhadas,238299,0.9089,0.1126,0,bcdhij
acompanhado,1148447,1,0.5732,0,abcdhijkmoqrt
acompanhados,375605,0.9089,0.1863,0,bcdhij
acompanham,437527,0.99,0.2922,0,bcdhijm
acompanhamento,1361590,1,0.4268,0,abcdhijklmnoqrst
acompanhamentos,68353,0.9089,0.0376,0,bcdhij
acompanhamos,75379,0.9089,0.0376,0,bcdhij
acompanhando,652770,0.99,0.1863,0,bcdhijp
acompanhante,266055,1,0.2922,0,abcdhijklmnoqrst
acompanhantes,194511,0.9089,0.1126,0,bcdhij
acompanhar,2284656,1,0.2922,0,abcdghijklmnoqrst
acompanhara,59444,0.9089,0.9624,0,bcdhij
acompanharam,184776,0.9089,0.1126,0,bcdhij
acompanharem,39150,0.99,0.0376,0,bcdhijq
acompanharão,22751,0.9089,0.0119,0,bcdhij
acompanhasse,21089,0.9089,0.0376,0,bcdhij
acompanhava,152962,0.9089,0.2922,0,bcdhij
acompanhavam,64402,0.9089,0.1126,0,bcdhij
acompanhe,818666,0.99,0.0376,0,bcdfhij
acompanhei,111024,0.9089,0.0376,0,bcdhij
acompanhem,59207,0.9089,0.0658,0,bcdhij
acompanho,227016,0.99,0.0376,0,bcdfhij
acompanhou,420613,0.99,0.1863,0,bcdhijm
aconchegante,477653,1,0.1126,0,acdhjmoqst
aconchegantes,63893,0.0911,0.0066,0,cdhj
aconchego,161499,1,0.1863,0,abcdfhijkmnoqst
acondicionado,32057,1,0.1863,0,abcdghijkmoqst
acondicionados,26816,0.0911,0.0212,0,cdhj
acondicionamento,62285,1,0.1863,0.0047,abcdhjklmnoqst
aconselha,218204,0.99,0.9342,0.0019,bcdfhij
aconselhada,24167,0.0911,0.0119,0,cdhj
aconselhado,67445,1,0.1863,0,abcdghijmoqrt
aconselhados,21893,0.0911,0.0212,0,cdhj
aconselham,68747,0.9089,0.0376,0,bcdhij
aconselhamento,163333,1,0.1863,0,abcdhijkmoqrst
aconselhamos,46451,0.9089,0.0119,0,bcdhij
aconselhando,29106,0.9089,0.0376,0,bcdhij
aconselhar,108248,1,0.2922,0,abcdghijklmnoqrst
aconselho,243297,0.99,0.0212,0,bcdfhij
aconselhou,76749,0.9089,0.1126,0,bcdhij
aconselhável,181085,1,0.9624,0.0035,abcdghijkmoqrs
acontece,5333919,0.9999,0.7078,0.0014,bcdfhijmp
acontecem,909718,0.999,0.1863,0,bcdfhijp
acontecendo,1539569,0.9089,0.1126,0,bcdhij
acontecer,3326156,1,0.4268,0,abcdfghijklmnoqrst
aconteceram,409943,0.9089,0.1126,0,bcdhij
acontecerem,78347,0.99,0.0376,0,bcdhijp
aconteceria,205922,0.99,0.0658,0,bcdhijm
acontecerá,837128,0.9089,0.9989,0.0034,bcdhij
acontecerão,119920,0.9089,0.0658,0,bcdhij
acontecesse,170325,0.9089,0.0658,0,bcdhij
aconteceu,4768035,0.999,0.4268,0,bcdfhijp
acontecia,339027,0.99,0.0658,0,bcdfhij
aconteciam,64476,0.9089,0.0658,0,bcdhij
acontecido,724182,1,0.4268,0,abcdghijkmnoqst
acontecimento,553448,1,0.2922,0,abcdhijklmnoqrst
acontecimentos,1272943,0.99,0.4268,0,bcdhijm
aconteça,586421,0.99,0.1863,0,bcdfhij
aconteçam,85838,0.99,0.1126,0,bcdfhij
acoplada,47451,0.5,0.1863,0,cdfhj
acoplado,69657,1,0.2922,0,bcdfhijkmoqrt
acoplados,27888,0.5,0.1863,0,cdfhj
acoplamento,67065,1,0.2922,0.0094,abcdhijkmoqrst
acoplar,21403,1,0.1863,0.0042,abcdfghijkmoqrs
acorda,435680,1,1,0.001,bcdfghijklmoqs
acordada,140274,0.5,0.1126,0,cdfhj
acordadas,38729,0.5,0.0376,0,cdfhj
acordado,324672,1,0.5732,0,abcdfhijkmoqrst
acordados,83580,0.5,0.1126,0,cdfhj
acordam,160844,0.9999,0.1863,0.0047,bcdfhijlq
acordamos,64006,0.99,0.0212,0.0041,bcdfhij
acordando,78551,0.99,0.0658,0,bcdfhij
acordar,971567,1,0.5732,0.0079,abcdfghijklmoqrst
acordaram,47522,0.99,0.1126,0,bcdfhij
acordasse,21631,0.99,0.0119,0,bcdfhij
acordava,67478,0.99,0.0376,0,bcdfhij
acorde,153178,1,0.1126,0,abcdfghijklmoqrst
acordei,494248,0.99,0.0658,0.0365,bcdfhij
acordem,45438,0.99,0.0066,0.0061,bcdfhij
acordeon,22844,0.9999,0.0119,0.012,bcdfghijk
acordes,241710,0.999,0.2922,0.0056,bcdfhijr
acordeão,24579,1,0.1863,0.004,abcdfghijklmoqrst
acordo,13226148,1,0.9998,0.3226,abcdfghijkmopqrst
acordos,624903,1,0.4268,0.0084,bcdfghijkmq
acordou,307231,0.99,0.1863,0.0045,bcdfhij
acorrentado,30084,1,0.0658,0.0044,abcdhijkmnoqrt
acostamento,56945,1,0.0658,0,abcdhijklmnoqrs
acostuma,77085,0.99,0.9788,0.0022,bcdfhij
acostumada,134595,0.0911,0.0658,0,cdhj
acostumadas,44082,0.0911,0.0376,0.0394,cdhj
acostumado,264952,1,0.2922,0,abcdghijlmnoqrt
acostumados,233435,0.0911,0.1126,0.0102,cdhj
acostumamos,29818,0.9089,0.0119,0.0045,bcdhij
acostumando,75306,0.9089,0.0037,0.0044,bcdhij
acostumar,162428,1,0.1863,0,abcdfghijklmnoqrst
acostumaram,23653,0.9089,0.0212,0.0045,bcdhij
acostume,22522,0.99,0.0119,0,bcdfhij
acostumei,61910,0.99,0.0119,0,bcdfhij
acostumou,50597,0.99,0.1126,0,bcdfhij
acp,72040,0.9089,0.0006,0,cdghjk
acre,703194,1,0.9934,0.5191,abcdfghijklmoqrst
acreano,27512,0.9089,0.002,0.0054,adghkm
acredita,2397453,0.999,0.9994,0.1223,bcdfhijm
acreditado,59945,1,0.2922,0,abcdhijkmoqst
acreditam,990448,0.99,0.1863,0,bcdfhij
acreditamos,369418,0.9089,0.1126,0,bcdhij
acreditando,319586,0.9089,0.1126,0,bcdhij
acreditar,2230310,1,0.2922,0.002,abcdfghijklmnoqrst
acreditaram,92062,0.9089,0.0658,0,bcdhij
acreditarem,71963,0.9089,0.0376,0,bcdhij
acreditaria,36657,0.9089,0.0212,0,bcdhij
acreditarmos,36429,0.9089,0.0212,0,bcdhij
acreditas,25650,0.99,0.0037,0,bcdfhij
acreditasse,38570,0.9089,0.0212,0,bcdhij
acreditava,516273,0.9089,0.2922,0,bcdhij
acreditavam,185158,0.9089,0.1863,0,bcdhij
acreditação,39268,1,0.0066,0,cdghijkqrs
acredite,417145,0.99,0.1863,0,bcdfhij
acreditei,202243,0.99,0.0212,0,bcdfhij
acreditem,203326,0.99,0.0376,0,bcdfhij
acredito,2648475,0.99,0.1126,0.0041,bcdfhij
acreditou,181618,0.99,0.0658,0,bcdfhij
acres,34780,0.9089,0.0376,0,cdfghj
acresce,72876,0.99,0.0376,0.0052,bcdfhij
acrescenta,504146,0.99,0.9788,0,bcdhijm
acrescentada,38557,0.999,0.1126,0,bcdhijlm
acrescentadas,44405,0.9089,0.0658,0,bcdhij
acrescentado,151899,1,0.4268,0,abcdhijmqt
acrescentados,49167,0.9089,0.0658,0,bcdhij
acrescentam,77140,0.9089,0.1863,0,bcdhij
acrescentamos,20593,0.9089,0.0376,0,bcdhij
acrescentando,301395,0.9089,0.1863,0,bcdhij
acrescentar,672213,1,0.2922,0,abcdghijklmnoqrst
acrescentaram,31273,0.9089,0.0658,0,bcdhij
acrescentaria,27829,0.9089,0.0119,0,bcdhij
acrescentava,21841,0.9089,0.0119,0,bcdhij
acrescente,362249,1,0.1863,0,abcdhijlmoqst
acrescentei,53366,0.9089,0.0066,0,bcdhij
acrescento,66424,1,0.1126,0,bcdhijlmoqs
acrescentou,603495,0.9089,0.1863,0,bcdhij
acrescida,93276,0.999,0.0658,0,bcdfhijm
acrescidas,43309,0.9089,0.0119,0,bcdhij
acrescido,167549,1,0.1863,0,abcdfhijlmnqst
acrescidos,70017,0.99,0.0658,0,bcdhijs
acrobacias,47355,0.9089,0.0376,0,bcdhij
acréscimo,338750,1,0.9881,0.0022,abcdfhijklmoqrst
acréscimos,123065,0.9089,0.0658,0,bcdhij
acrílica,109946,0.9089,0.0212,0,bcdfhj
acrílicas,22297,0.9089,0.0212,0,bcdfhj
acrílico,592077,1,0.9934,0.3992,abcdfghijkmos
acrópole,28938,1,0.7078,0.0277,abcdfghijklmoqrs
acrônimo,35597,1,0.9881,0.0027,acdfghijkmoqrs
acs,91264,0.01,0.002,0,gjk
acta,26103,0.99,0.0376,0,dhlmqrs
activa,190883,0.5,0.0212,0,dhlqs
activamente,51799,0.0911,0.002,0.0379,lqrs
activar,69442,0.9089,0.0037,0.0059,dhlqrs
activação,35454,0.5,0.0119,0.0079,dhqrs
actividade,971881,0.9089,0.0212,0,dhlqrs
activista,22742,0.5,0.0037,0,dhqrs
activo,180073,0.9089,0.0212,0,dhlqrs
activos,170880,0.001,0.0212,0.0563,qr
actual,861921,0.9089,0.0376,0,dhlqrs
actualidade,143596,0.9089,0.0119,0,dhlqrs
actualizado,100330,0.01,0.0011,0,dhq
actualizar,90376,0.9089,0.0066,0,dhlqrs
actualização,247942,0.5,0.0037,0,dhqrs
actualmente,415255,0.5,0.0119,0,lmqrs
actuar,105440,0.99,0.0212,0,dhlmqrs
actuação,195019,0.99,0.0119,0,dhlmqrs
acuado,24101,1,0.0658,0,abcdfhijkmnoqt
acudir,24264,1,0.1126,0,abcdfghijklmoqrst
acuidade,57346,1,0.1126,0,abcdfghijklmnoqrst
acumula,266180,0.99,0.9342,0.0035,bcdfhij
acumulada,192677,1,0.2922,0,bcdfhijkmo
acumuladas,81686,0.9089,0.0658,0,bcdhij
acumulado,306634,1,0.4268,0,abcdfhijkmoqrt
acumulados,169154,0.9089,0.2922,0,bcdhij
acumulam,103430,0.99,0.1863,0,bcdfhij
acumulando,126455,0.9089,0.1126,0,bcdhij
acumular,324668,1,0.2922,0,abcdfghijklmnoqrst
acumularam,27527,0.9089,0.0376,0,bcdhij
acumulação,248861,1,0.2922,0,abcdghijklmnoqrst
acumule,146837,0.99,0.0119,0.0242,bcdfhij
acumulou,87132,0.99,0.1126,0,bcdfhij
acupuntura,212135,1,0.9881,0.031,abcdhijkmoqrst
acurada,24841,0.99,0.0376,0.0041,bcdfhij
acurácia,23191,1,0.1863,0.004,cdfghijkmoqrs
acusa,325691,0.999,0.9788,0.0017,bcdfghij
acusada,191704,0.9999,0.2922,0.004,bcdfhijqr
acusadas,50492,0.99,0.0212,0,bcdfhij
acusado,1053934,1,0.2922,0.0067,abcdfhijklmnoqrst
acusador,32946,1,0.1126,0,abcdfghijklmoqrst
acusadores,22519,0.9089,0.0658,0,bcdhij
acusados,433408,0.999,0.1126,0,bcdfhijp
acusam,104613,0.99,0.0658,0,bcdfhij
acusando,106639,0.99,0.0658,0,bcdfhij
acusar,156658,1,0.1126,0,abcdfghijklmnoqrst
acusaram,40046,0.99,0.0658,0,bcdfhij
acusatória,20445,0.0911,0.0066,0,cdhj
acusava,28593,0.99,0.0119,0.0041,bcdfhij
acusação,504265,1,0.5732,0,abcdfghijklmoqrst
acusações,483963,0.99,0.1863,0,bcdfhjm
acusou,174207,0.99,0.1126,0,bcdfhij
acácia,21564,1,0.8874,0,abcdfghijklmoqrs
acácias,29499,0.99,0.0658,0.0061,bcdfghj
acções,513424,0.01,0.0212,0.004,dhq
acético,29007,1,0.0658,0.0042,acdfhjklmnoqrst
acórdão,2051325,1,0.9624,0.2479,abcdfghijklmnoqs
acórdãos,37640,0.9089,0.002,0.0044,bcdfhj
acúmulo,352405,1,0.9994,0.0034,abcdfhijklmoqrst
acústica,156854,1,0.9624,0,bcdfhijklmnoqrs
acústicas,49906,0.9089,0.1126,0,bcdfhj
acústico,197872,1,0.9624,0,abcdfghijklmoqrs
acústicos,37444,0.9089,0.1126,0,bcdfhj
ad,367936,0.999,0.2922,0,acdghjkm
ada,102445,1,0.9342,0.4732,acdfghijkm
adaga,28681,1,0.0119,0,abcdfhijklmoqrs
adapta,206210,0.999,0.998,0,bcdfhijm
adaptabilidade,36137,1,0.1126,0,acdhjklmoqrst
adaptada,220928,0.99,0.4268,0,bcdfhij
adaptadas,135260,0.99,0.1863,0,bcdfhij
adaptado,433518,1,0.5732,0,abcdfghijklmoqrt
adaptador,201386,1,0.1126,0,abcdfhijklmoqrs
adaptadores,107151,0.9089,0.0212,0.0153,bcdhij
adaptados,191526,0.99,0.2922,0,bcdfhij
adaptam,77154,0.99,0.1126,0.0042,bcdfhij
adaptando,131953,0.999,0.1863,0,bcdfhijq
adaptar,640867,1,0.4268,0.0031,abcdfghijklmnoqrst
adaptaram,30832,0.99,0.0658,0,bcdfhij
adaptarem,33689,0.99,0.0658,0,bcdfhij
adaptativa,25487,0.9089,0.0212,0,bcdhij
adaptativo,22941,1,0.0119,0,abcdghijklmqrs
adaptação,1120053,1,0.4268,0,abcdfghijklmnoqrst
adaptações,303632,0.5,0.1863,0.0032,bcdhj
adapte,47877,0.99,0.0658,0,bcdfhij
adaptei,38104,0.99,0.0212,0.0044,bcdfhij
adaptou,74153,0.99,0.2922,0.0042,bcdfhij
adaptáveis,22871,0.5,0.0376,0,bcdhj
adaptável,48581,1,0.9624,0.012,abcdfghijklmnoqrs
adc,48464,0.01,0.0006,0,gjk
adct,35543,0.9089,0.0002,0,cdghjk
adega,211954,1,0.9788,0.0302,abcdfhijklmnoqrst
adegas,26408,0.99,0.0212,0,bcdfhij
adelaide,142599,1,0.4268,0.0789,acdfghijklmqr
ademais,372800,1,0.1863,0.3993,abcdfhijkmnoqrst
adendo,37252,1,0.1126,0,abcdfghijkmoqrst
adensamento,26631,1,0.0037,0,abcdhijkmoqt
adentra,35418,0.99,0.5732,0.0043,bcdfhij
adentrando,27057,0.9089,0.0119,0,bcdhij
adentrar,96752,1,0.1863,0,abcdfghijklmoqst
adentro,110625,1,0.4268,0.005,abcdfhijklmoqrst
adentrou,32623,0.99,0.0376,0,bcdfhij
adepta,71427,0.999,0.0658,0,bcdfhijq
adeptas,24631,0.99,0.0376,0.0041,bcdfhij
adepto,176361,1,0.2922,0,abcdfghijklmoqrst
adeptos,588469,0.999,0.4268,0.0032,bcdfhijm
adequada,1314126,0.999,0.2922,0,bcdfhijp
adequadamente,377442,1,0.2922,0,abcdhijlmqrst
adequadas,498253,0.99,0.1863,0,bcdfhij
adequado,1374573,1,0.4268,0,abcdfhijlmnopqrst
adequados,530970,0.99,0.1863,0,bcdfhij
adequando,56490,0.99,0.0658,0,bcdfhij
adequar,268882,1,0.2922,0.0032,abcdfghijklmnoqrst
adequação,390949,1,0.2922,0.0041,abcdfghijklmnoqrst
adequações,48329,0.5,0.0119,0,bcdhj
adequá,84377,0.99,0.9997,0.0028,bcdfhij
adere,86999,0.99,0.2922,0,bcdfhij
aderem,63146,0.99,0.1863,0,bcdfhij
aderente,65853,1,0.4268,0,abcdfghijklmoqrst
aderentes,60077,0.99,0.1863,0,bcdfhij
adereço,24234,1,0.5732,0.0043,abcdfhijklmoqst
adereços,77870,1,0.1126,0,bcdfghijkmqs
aderi,22154,0.99,0.0119,0.0041,bcdfhij
aderido,35920,1,0.1126,0.004,bcdfhijoqt
aderimos,20163,0.99,0.0037,0,bcdfhij
aderindo,46347,0.99,0.0658,0,bcdfhij
aderir,300229,1,0.1863,0,abcdfghijklmnoqrst
aderiram,126671,0.99,0.1126,0,bcdfhij
aderirem,37637,0.99,0.0212,0,bcdfhij
aderiu,100661,0.99,0.2922,0,bcdfhij
aderência,174168,1,0.9788,0,abcdfghijklmnoqrst
adesiva,144566,0.99,0.2922,0.0104,bcdfhij
adesivas,37246,0.99,0.1863,0,bcdfhij
adesivo,859063,1,0.2922,0.3494,abcdfghijklmoqrst
adesivos,336124,0.99,0.1126,0,bcdfhij
adestramento,56091,1,0.0658,0,abcdhijklmnoqrst
adesão,735537,1,0.4268,0,abcdfghijklmnoqrst
adesões,50213,0.9089,0.1126,0.0046,bcdfhj
adeus,527698,1,0.2922,0.002,abcdfghijklmnoqrst
adia,89919,0.999,0.9881,0.0022,bcdfhijq
adiada,138568,0.5,0.2922,0,cdfhj
adiadas,25999,0.5,0.0376,0.0081,cdfhj
adiado,144878,1,0.1863,0,bcdfhijlmnqst
adiados,22794,0.5,0.0376,0.0081,cdfhj
adiamento,124400,1,0.2922,0,abcdfhijklmoqrst
adiando,51973,0.99,0.0376,0.0041,bcdfhij
adianta,1119381,0.99,0.9881,0.0034,bcdfhij
adiantada,51523,0.99,0.1863,0,bcdfhij
adiantadas,23418,0.9089,0.0212,0,bcdhij
adiantado,122847,1,0.2922,0,abcdfhijkmnoqst
adiantados,39983,0.9089,0.0376,0,bcdhij
adiantam,20401,0.99,0.0119,0,bcdfhij
adiantamento,74836,1,0.1863,0,abcdhijkmnoqst
adiantando,55219,0.9089,0.0376,0,bcdhij
adiantar,202166,1,0.1863,0,abcdfghijkmnoqrst
adiantara,22181,0.99,0.7078,0.0021,bcdfhij
adiantaria,34273,0.9089,0.0376,0,bcdhij
adiantava,36577,0.99,0.0658,0,bcdfhij
adiante,934800,1,0.4268,0.0046,abcdfhijklmnoqrst
adianto,52173,1,0.0658,0.0046,bcdfhijlmoqs
adiantou,262420,0.99,0.1863,0,bcdfhij
adiar,201924,1,0.2922,0,abcdfghijklmnoqrst
adiciona,316078,0.99,0.9963,0.0043,bcdfhij
adicionada,146763,0.9089,0.0658,0,bcdhij
adicionadas,89254,0.9089,0.0658,0,bcdhij
adicionado,420035,1,0.4268,0,abcdhijkmoqt
adicionados,288176,0.9089,0.0658,0,bcdhij
adicionais,1282985,0.99,0.2922,0,bcdhijs
adicional,964073,1,0.5732,0,abcdfghijklmoqrst
adicionalmente,34862,0.999,0.0212,0,acdhjqrs
adicionam,52250,0.99,0.1126,0,bcdfhij
adicionamos,33830,0.9089,0.0212,0,bcdhij
adicionando,178403,0.9089,0.1126,0,bcdhij
adicionar,1308959,1,0.2922,0,abcdfghijklmnoqrst
adicionaram,117516,0.9089,0.0212,0,bcdhij
adicione,434829,0.99,0.0376,0,bcdfhij
adicionei,80618,0.99,0.0119,0,bcdfhij
adicionem,22209,0.99,0.0066,0,bcdfhij
adiciono,25321,0.99,0.002,0,bcdfhij
adicionou,650672,0.99,0.0658,0,bcdfhij
adidas,78828,0.99,0.0212,0,bcdfhij
adiou,40206,0.99,0.0658,0,bcdfhij
adiposo,46475,1,0.1863,0.0041,abcdfghijklmnoqst
adira,30390,0.99,0.2922,0.0027,bcdfhij
aditamento,31331,1,0.0658,0,abcdhijklmnoqrst
aditivo,132865,1,0.1863,0.0106,abcdfghijkmoqrst
aditivos,135289,0.999,0.0658,0,bcdfhijr
adivinha,157452,1,0.9934,0.0061,abcdfhijklmnopqrst
adivinhar,178601,1,0.2922,0,abcdfghijklmnoqrst
adivinhação,51509,1,0.4268,0.0045,abcdghijklmoqrst
adivinhe,21836,0.999,0.0212,0,bcdfghij
adivinhem,48392,0.99,0.0119,0,bcdfhij
adivinho,24216,1,0.1126,0,abcdfhijklmoqrst
adição,407084,1,0.4268,0,abcdfghijklmnoqrst
adições,54245,0.9089,0.0658,0.005,bcdfhj
adj,159562,0.001,0.0037,0,km
adjacente,65948,1,0.2922,0,abcdfghijklmnoqrst
adjacentes,125135,0.9089,0.1863,0,bcdhij
adjacências,42826,0.9999,0.4268,0.0085,bcdhijmqt
adjetivo,191766,1,0.2922,0,abcdfghijkmoqrs
adjetivos,151865,0.99,0.2922,0,bcdfhij
adjudicação,62176,1,0.0658,0.009,abcdghijklmoqrst
adjunta,78390,0.999,0.7078,0.0089,bcdfghij
adjunto,305544,1,0.2922,0.0499,abcdfghijklmoqrst
adjuntos,23743,0.9999,0.0658,0.004,bcdfghijk
administra,190846,0.99,0.9963,0.0039,bcdhijm
administrada,144124,0.9089,0.2922,0,bcdhij
administradas,64622,0.9089,0.0376,0,bcdhij
administrado,217021,1,0.1126,0,bcdhijmnoqst
administrador,797202,1,0.4268,0,abcdghijklmnoqrst
administradora,106442,0.999,0.1126,0,bcdghijq
administradoras,29096,0.9089,0.0119,0,bcdhij
administradores,421943,0.99,0.2922,0,bcdghij
administrados,122440,0.9089,0.1863,0,bcdhij
administram,35075,0.9089,0.0658,0.0045,bcdhij
administrando,41522,0.9089,0.0376,0,bcdhij
administrar,526557,1,0.5732,0.0063,abcdghijklmoqrst
administrativa,1229975,0.99,0.4268,0,bcdhijm
administrativamente,45550,0.999,0.0212,0,acjlmqrs
administrativas,451136,0.99,0.2922,0,bcdhijm
administrativo,948029,1,0.2922,0,abcdghijklmoqrs
administrativos,496756,0.9089,0.1863,0,bcdhij
administração,3128388,1,0.5732,0.0087,abcdghijklmoqrst
administrações,121648,0.5,0.0658,0.0073,bcdhj
administrou,24059,0.9089,0.0376,0.0045,bcdhij
admira,201644,0.99,0.9934,0,bcdfhij
admirada,71723,0.99,0.0658,0,bcdfhij
admiradas,24512,0.99,0.0376,0,bcdfhij
admirado,119209,1,0.2922,0,abcdfhijlmnoqrst
admirador,89289,1,0.1863,0,abcdfhijklmoqrst
admiradora,29974,0.9089,0.0376,0,bcdhij
admiradores,135882,0.9089,0.0376,0.0044,bcdhij
admirados,55905,0.99,0.0066,0,bcdfhij
admiram,55785,0.99,0.0376,0.0041,bcdfhij
admiramos,27890,0.99,0.0119,0,bcdfhij
admirando,79437,1,0.0376,0,abcdfhijklmoqst
admirar,280071,1,0.1126,0.0029,abcdfghijklmnoqrst
admirava,61535,0.99,0.0376,0,bcdfhij
admiração,484526,1,0.1863,0,abcdfghijklmnoqrst
admire,26698,0.99,0.0119,0,bcdfhij
admirei,38181,0.99,0.0119,0.0044,bcdfhij
admiro,297723,0.99,0.0212,0,bcdfhij
admirou,21196,0.99,0.0119,0.0042,bcdfhij
admiráveis,41571,0.5,0.0376,0.0079,bcdhj
admirável,194224,1,0.9934,0.0067,abcdfghijklmoqrst
admissibilidade,100271,1,0.0658,0,acdhjlmoqrst
admissão,333303,1,0.4268,0,abcdfghijklmoqrst
admissível,79531,1,0.9342,0.004,acdghijklmoqrst
admissões,26151,0.9089,0.0119,0,bcdfhj
admita,42351,0.99,0.0376,0,bcdfhij
admite,604542,0.999,0.2922,0,bcdfhijm
admitem,128862,0.99,0.1863,0.0042,bcdfhij
admiti,21556,0.99,0.0212,0,bcdfhij
admitia,41299,0.99,0.0658,0.0042,bcdfhij
admitida,114262,0.999,0.0658,0,bcdfhijm
admitidas,48535,0.99,0.0658,0,bcdfhij
admitido,165082,1,0.1863,0,abcdfghijkmnoqt
admitidos,126131,0.99,0.0658,0,bcdfhij
admitindo,112896,0.99,0.1126,0,bcdfhij
admitir,645696,1,0.2922,0.0031,abcdfghijklmnoqrst
admitiram,30061,0.99,0.1126,0,bcdfhij
